Category,Title,Link,Price,Location,Date,Bedrooms,SqFt,ImageURL
real estate for sale,Meffier Garden Avenue – Premium Low-Rise Floors in Sohna,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/meffier-garden-avenue-premium-low-rise/7888940125.html,"₨17,500,000","1700ft 2 Sector 5, Sohna",N/A,N/A,1700sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Explore Godrej Majesty on My Property Fact – Real Estate That Inspires,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/explore-godrej-majesty-on-my-property/7888938083.html,"₨41,900,000","4br 1792ft 2 Sector-12, Greater Noida West",N/A,4br,1792sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Want to know about the authority's plot scheme in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/want-to-know-about-the-authoritys-plot/7888935233.html,"₨2,000,000",100ft 2 Greater Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"VVIP 22D – 3 & 4 BHK Apartments | Yamuna Expressway, Greater Nodia",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/vvip-22d-bhk-apartments-yamuna/7888705238.html,"₨12,400,000",3br 1200ft 2 Noida,N/A,3br,1200sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Amrapali Flats in Noida | For Sale,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/amrapali-flats-in-noida-for-sale/7888703974.html,"₨5,000,000",2900ft 2 Noida,N/A,N/A,2900sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Trinity High Street Floor Plan - Builder Floor in Noida Extension,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/trinity-high-street-floor-plan-builder/7888699035.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Buy Sector 144 Noida Authority Plots at Best Deals,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/buy-sector-144-noida-authority-plots-at/7888698687.html,"₨2,000,000",100ft 2 Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Find Your Ideal 3 BHK in Greater Noida at My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/find-your-ideal-bhk-in-greater-noida-at/7888697274.html,"₨8,464,000","3br 1185ft 2 Techzone 4 Greater Noida West, Greater Noida",N/A,3br,1185sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Farm House in Noida for Sale – Verified Farmhouse in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/farm-house-in-noida-for-sale-verified/7888697264.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Eldeco Ballads of Bliss – 3 BHK + Study Duplex Penthouses | Sector 22D,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/eldeco-ballads-of-bliss-bhk-study/7888697058.html,"₨15,500,000",3br 1550ft 2 Noida,N/A,3br,1550sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you searching for Lake View Farms with a swimming pool?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-searching-for-lake-view-farms/7888457944.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What is the address of Royal Nest?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/what-is-the-address-of-royal-nest/7888454748.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Looking for 2 BHK, 3 BHK builder floors in Noida Extension?",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-bhk-bhk-builder-floors-in/7888454533.html,"₨2,500,000",1300ft 2 Noida Extension,N/A,N/A,1300sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ready-to-Move 3 BHK Flats in Noida Extension | My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/ready-to-move-bhk-flats-in-noida/7888451119.html,"₨14,400,000","3br 737ft 2 Sector 2, Greater Noida West",N/A,3br,737sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Would you like to invest in a Noida farmhouse that offers luxury amen,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/would-you-like-to-invest-in-noida/7888446294.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Buy a plots in Noida Extension for just Rs 15 lakh,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/buy-plots-in-noida-extension-for-just/7888446097.html,"₨2,000,000",100ft 2 Noida Extension,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Urban Luxury & Nature at Nikoo Garden Estate, North Bengaluru",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/urban-luxury-nature-at-nikoo-garden/7888205229.html,"₨15,000,000",5br 3200ft 2 Thanisandra,N/A,5br,3200sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Logix Blossom County Floor Plan - Flats in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/logix-blossom-county-floor-plan-flats/7888203198.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Why Choose Builder Floors in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/why-choose-builder-floors-in-noida/7888199625.html,N/A,10/13,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you searching for Green Beauty Farmhouse in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-searching-for-green-beauty/7888195288.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"What is better to buy in Noida, a flat or a plot?",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-is-better-to-buy-in-noida-flat-or/7888194984.html,"₨2,000,000",100ft 2 Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Godrej Plots Doddaballapur - New Premium Lands In Bangalore,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/godrej-plots-doddaballapur-new-premium/7887815628.html,"₨5,800,000",120040ft 2 Doddaballapur,N/A,N/A,120040sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Godrej Sora Sector 53 Gurgaon – Luxury 3 & 4 BHK Apartments,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/godrej-sora-sector-53-gurgaon-luxury/7887811005.html,"₨105,600,000",4br 3750ft 2 gurgaon,N/A,4br,3750sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Yamuna Expressway Plot Scheme to come up in 2025,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/yamuna-expressway-plot-scheme-to-come/7887790199.html,"₨2,000,000",100ft 2 Yamuna Expressway,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Projects in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/projects-in-noida/7887560515.html,"₨13,000,000",3br 2800ft 2 Noida,N/A,3br,2800sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you looking to invest in Yamuna Expressway?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-looking-to-invest-in-yamuna/7887554603.html,N/A,Yamuna Expressway,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Greenbay Golf Village – Your Dream Plot on Yamuna Expressway!,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/greenbay-golf-village-your-dream-plot/7887550777.html,N/A,2360ft 2 Noida,N/A,N/A,2360sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Best Property in Bihar Sharif, Bihar | Rumi Developer",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/best-property-in-bihar-sharif-bihar/7887548967.html,"₨2,200,000",1000ft 2 Nalanda,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you looking to invest in Godrej Evok Villas?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-looking-to-invest-in-godrej/7887548659.html,N/A,Greater Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,3 BHK in Noida Extension – Ready-to-Move Homes on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/bhk-in-noida-extension-ready-to-move/7887548273.html,"₨11,500,000","3br 1160ft 2 Sector 10 Greater Noida West, Greater Noida",N/A,3br,1160sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Why consider purchasing a farmhouse and not renting?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-consider-purchasing-farmhouse-and/7887542596.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ganga LIV89 | Premium 3.5 BHK Residences,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ganga-liv89-premium-35-bhk-residences/7887323579.html,"₨22,500,000",3br 2700ft 2 Delhi,N/A,3br,2700sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Looking for Affordable & Luxury Floors in Sohna?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-affordable-luxury-floors-in/7887311190.html,"₨17,500,000",1089ft 2 Sector 35,N/A,N/A,1089sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Future-Ready Land Investment Options in Rajgir, Bihar | Rumi Developer",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/future-ready-land-investment-options-in/7887310747.html,"₨2,200,000",1000ft 2 Nalanda,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Chintels Serenity Gurgaon – Luxury Ready to Move Apartments  Sec 109,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/chintels-serenity-gurgaon-luxury-ready/7887309897.html,"₨23,800,000",3br 1955ft 2 Sector 109 Gurgaon,N/A,3br,1955sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Why should you invest in a farmhouse in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-should-you-invest-in-farmhouse-in/7887303107.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What is the location of Lake View Farms?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/what-is-the-location-of-lake-view-farms/7887069986.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Buy 2, 3 & 4 BHK Apartments in Mahagun Mirabella Villas",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/buy-bhk-apartments-in-mahagun-mirabella/7887069448.html,"₨40,000,000",6750ft 2 India,N/A,N/A,6750sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What amenities are available in Godrej Crest Villas Society?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/what-amenities-are-available-in-godrej/7887063541.html,N/A,Greater Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Invest Smart - Affordable Land in Chapra | Rumi Developer,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/invest-smart-affordable-land-in-chapra/7887061777.html,"₨2,200,000",1000ft 2 Chapra,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,BLF Floors in Sohna – 3 BHK Apartments Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/blf-floors-in-sohna-bhk-apartments/7887061286.html,"₨17,500,000",1089ft 2 Sector 35,N/A,N/A,1089sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ultima 107 Noida - Builder Floor in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/ultima-107-noida-builder-floor-in-noida/7887060339.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Explore Prime Residential Land at Sector 16, Yamuna Expressway",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/explore-prime-residential-land-at/7887057956.html,"₨12,500,000",1200ft 2 Greater Noida,N/A,N/A,1200sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Gaur NYC Residences – Featured Real Estate Listing on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/gaur-nyc-residences-featured-real/7887057742.html,"₨26,500,000","4br 1062ft 2 Wave City, Ghaziabad",N/A,4br,1062sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Farm House in Noida - Comfortable Living in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/farm-house-in-noida-comfortable-living/7887053823.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,One Saavira Premium Lifestyle Gurugram,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/one-saavira-premium-lifestyle-gurugram/7886824179.html,"₨43,800,000",3br 2190ft 2 Delhi,N/A,3br,2190sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Meffier Garden Avenue Floors – Luxury Living in Sohna’s,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/meffier-garden-avenue-floors-luxury/7886822393.html,"₨17,500,000","1650ft 2 Sector 5, Sohna",N/A,N/A,1650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Discover Affordable Luxury at BPTP Parklands Pride on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/discover-affordable-luxury-at-bptp/7886815947.html,"₨10,500,000","3br 1103ft 2 Sector 77, Faridabad",N/A,3br,1103sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Trump Towers Gurgaon Ready to Move Project in Sector 65,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/trump-towers-gurgaon-ready-to-move/7886814482.html,"₨1,100,000,000",Gurgaon Sector 65,N/A,3br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ready-to-move-in Builder Floors for Sale in Divya Homes,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ready-to-move-in-builder-floors-for/7886813392.html,"₨2,300,000",950ft 2 Noida Extension,N/A,N/A,950sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,How to buy a Noida Authority plots?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/how-to-buy-noida-authority-plots/7886807799.html,"₨2,000,000",100ft 2 Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Premium Luxury Property in India,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/premium-luxury-property-in-india/7886582495.html,N/A,3br gurgaon,N/A,3br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Low-Rise Floors in Sohna by Meffier Floors Sohna @9311400177,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/low-rise-floors-in-sohna-by-meffier/7886573002.html,"₨17,500,000","1650ft 2 Sector 5, Sohna",N/A,N/A,1650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Indiabulls Estate Brochure | Luxury Flats in Sector 104 Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/indiabulls-estate-brochure-luxury-flats/7886569069.html,N/A,2804ft 2 gurgaon,N/A,N/A,2804sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,How many towers are there in Apex Aura project?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/how-many-towers-are-there-in-apex-aura/7886563370.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What are the top 5 builder floor in Noida Extension?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-are-the-top-builder-floor-in-noida/7886562188.html,"₨2,500,000",2900ft 2 Noida Extension,N/A,N/A,2900sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Best Place to Buy Property in Gorakhpur | Rumi Developer,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/best-place-to-buy-property-in-gorakhpur/7886559778.html,"₨1,200,000",1000ft 2 Gorakhpur,N/A,N/A,1000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
